Track_name,Track_artist,Track_album_name,Track_album_release_date,Genre,Playlist_name,Playlist_subgenre,Duration_min,Speechiness,Danceability,Energy,Mode,Instrumentalness,Valence,Key,Tempo,Loudness,Acousticness,Liveness,Track_popularity,Popularity_type
Cotton Eye Joe,Rednex,Sex & Violins,8/12/1994,pop,Throwback Party,throwback,3.23,0.078,0.729,0.936,1,0.00089,0.598,9,132,-7.5,0.013,0.037,71,high
Black Magic Woman - Single Version,Santana,Santana's Greatest Hits,7/1/1994,rock,Rock Classics,classic,3.27,0.032,0.489,0.349,0,0.0789,0.622,2,124.3,-14.3,0.676,0.087,70,high
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,Purple (2019 Remaster),6/7/1994,rock,Rock Classics,classic,3.25,0.045,0.215,0.927,1,0.00661,0.49,9,170.8,-7.3,0,0.126,72,high
Kiss from a Rose,Seal,Seal,5/31/1994,blues,Classic Blues,classic,4.81,0.031,0.584,0.533,0,0,0.224,10,131.7,-7.1,0.684,0.306,71,high
Sabotage,Beastie Boys,Ill Communication,5/23/1994,rock,Rock Classics,classic,2.97,0.102,0.324,0.938,0,0.0321,0.543,6,168.1,-7.3,0.032,0.096,71,high
N.Y. State of Mind,Nas,Illmatic,4/19/1994,hip-hop,90s Hip-Hop,90s,4.9,0.223,0.665,0.91,0,0,0.887,6,84.1,-4.7,0.039,0.227,70,high
Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),3/9/1994,rock,Rock Classics,classic,5.31,0.041,0.35,0.828,1,0.00016,0.147,6,105.4,-5.4,0,0.077,76,high
Loser,Beck,Mellow Gold,3/1/1994,rock,Rock Classics,classic,3.92,0.119,0.654,0.611,1,0.00018,0.786,2,85.4,-10.5,0.034,0.405,69,high
Basket Case,Green Day,Dookie,2/1/1994,rock,Rock Classics,classic,3.03,0.06,0.442,0.943,1,0.00001,0.781,3,85.1,-3.2,0.003,0.091,80,high
The Rhythm of the Night,Corona,The Rhythm of the Night,1/1/1994,pop,Throwback Party,throwback,4.4,0.034,0.69,0.805,0,0.739,0.799,5,127.8,-11.5,0,0.095,70,high
Afuera,Caifanes,El Nervio Del Volcan,1/1/1994,rock,Spanish Rock Classics,spanish,4.81,0.043,0.487,0.553,0,0.00003,0.699,6,126,-11.2,0.209,0.099,73,high
Lamento Boliviano,Los Enanitos Verdes,Big Bang,1/1/1994,rock,Spanish Rock Classics,spanish,3.7,0.031,0.714,0.735,0,0.00062,0.68,4,123.6,-7.1,0.176,0.115,77,high
All That She Wants,Ace of Base,The Sign,12/24/1993,pop,Throwback Party,throwback,3.52,0.055,0.798,0.625,1,0.00008,0.858,11,93.8,-9.7,0.005,0.103,77,high
The Sign,Ace of Base,The Sign,12/24/1993,pop,Throwback Party,throwback,3.19,0.045,0.808,0.786,0,0.0701,0.899,4,97,-6.9,0.009,0.057,71,high
You Know How We Do It,Ice Cube,Lethal Injection,12/7/1993,hip-hop,Chill Hop,chill,3.88,0.036,0.747,0.52,0,0.0537,0.601,10,92.9,-10.5,0.098,0.142,76,high
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],11/9/1993,hip-hop,90s Hip-Hop,90s,4.2,0.387,0.512,0.514,0,0.00958,0.565,11,181,-11.6,0.555,0.126,72,high
The Power of Love,Céline Dion,The Colour Of My Love,11/9/1993,blues,Classic Blues,classic,5.71,0.029,0.546,0.519,1,0.00046,0.247,8,140.1,-9.1,0.36,0.24,71,high
Heart-Shaped Box,Nirvana,In Utero (Deluxe Edition),9/21/1993,rock,Rock Classics,classic,4.69,0.055,0.256,0.641,1,0.0329,0.382,1,203,-10.3,0.199,0.085,79,high
Insane in the Brain,Cypress Hill,Black Sunday,7/20/1993,hip-hop,90s Hip-Hop,90s,3.47,0.211,0.897,0.611,1,0.186,0.769,11,102.3,-10.5,0.029,0.089,70,high
Far Behind,Candlebox,Candlebox,7/16/1993,rock,Alternative Rock,alternative,5,0.027,0.552,0.645,1,0,0.588,7,89.5,-6.6,0.002,0.042,68,high
Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,3/9/1993,rock,Rock Classics,classic,3.53,0.035,0.619,0.67,0,0.0109,0.777,11,129.3,-10.3,0.002,0.331,71,high
Creep,Radiohead,Pablo Honey,2/22/1993,rock,Rock Classics,classic,3.98,0.037,0.515,0.43,1,0.00013,0.104,7,91.8,-9.9,0.01,0.129,86,high
Keep Ya Head Up,2Pac,Strictly 4 My N.I.G.G.A.Z...,2/16/1993,hip-hop,90s Hip-Hop,90s,4.38,0.425,0.598,0.732,1,0,0.595,4,172.3,-7,0.144,0.508,68,high
Murder She Wrote,Chaka Demus & Pliers,Tease Me,1/1/1993,reggae,Reggae Classics,classic,4.08,0.128,0.883,0.733,0,0.00026,0.946,11,95.1,-9.2,0.161,0.334,68,high
"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",The Chronic,12/15/1992,hip-hop,Hip-Hop Drive,modern,3.96,0.29,0.669,0.821,0,0,0.684,11,94.9,-4.4,0.002,0.147,76,high
I Will Always Love You,Whitney Houston,The Bodyguard - Original Soundtrack Album,11/17/1992,blues,Classic Blues,classic,4.52,0.035,0.332,0.214,1,0.00001,0.11,4,67.5,-12.5,0.845,0.084,75,high
It Was A Good Day,Ice Cube,The Predator,11/17/1992,hip-hop,Chill Hop,chill,4.33,0.136,0.798,0.744,0,0.00011,0.794,7,82.4,-5.3,0.33,0.292,78,high
Would? (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),9/29/1992,rock,Rock Classics,classic,3.45,0.049,0.297,0.842,1,0.00001,0.586,6,100.1,-7.5,0,0.085,72,high
Walk,Pantera,Vulgar Display of Power,2/21/1992,metal,Metal Essentials,classic,5.25,0.08,0.43,0.704,0,0.00221,0.703,1,118.2,-8,0,0.093,73,high
Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1/1/1992,rock,Rock Classics,classic,5.23,0.304,0.466,0.833,1,0,0.661,7,88.8,-4.2,0.027,0.033,78,high
No Rain,Blind Melon,Blind Melon,1/1/1992,rock,Rock Classics,classic,3.62,0.032,0.389,0.476,1,0.00005,0.566,9,148.1,-9.3,0.619,0.255,73,high
Fear of the Dark - 2015 Remaster,Iron Maiden,Fear of the Dark (2015 Remaster),1/1/1992,metal,Heavy Metal Classics,heavy,7.3,0.059,0.308,0.866,0,0.00141,0.227,2,109.8,-5.7,0.001,0.232,69,high
Come As You Are,Nirvana,Nevermind (Remastered),9/26/1991,rock,Rock Classics,classic,3.65,0.039,0.5,0.824,0,0.00161,0.539,4,120.1,-5.8,0,0.092,76,high
Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),9/26/1991,rock,Rock Classics,classic,5.03,0.056,0.502,0.912,1,0.00017,0.72,1,116.8,-4.6,0,0.106,76,high
Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),9/24/1991,rock,Rock Classics,classic,4.41,0.046,0.559,0.345,1,0.00011,0.458,4,84.6,-13.5,0.058,0.141,82,high
Give It Away,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),9/24/1991,rock,Rock Classics,classic,4.72,0.048,0.666,0.936,1,0.086,0.776,7,91.6,-9.9,0.002,0.153,72,high
Don't Cry (Original),Guns N' Roses,Use Your Illusion I,9/17/1991,rock,Rock Classics,classic,4.73,0.033,0.455,0.589,1,0.00358,0.254,11,124.6,-8.6,0.002,0.104,75,high
Even Flow,Pearl Jam,Ten,8/27/1991,rock,Rock Classics,classic,4.88,0.076,0.394,0.944,0,0,0.265,10,105.3,-6.5,0.002,0.298,77,high
Alive,Pearl Jam,Ten,8/27/1991,rock,Rock Classics,classic,5.68,0.042,0.284,0.875,0,0.00046,0.595,11,75,-6.1,0.008,0.402,73,high
Black,Pearl Jam,Ten,8/27/1991,rock,Alternative Rock,alternative,5.71,0.031,0.36,0.684,0,0,0.2,4,77.2,-6.5,0.323,0.34,73,high
Enter Sandman,Metallica,Metallica,8/12/1991,metal,Metal Essentials,classic,5.52,0.03,0.577,0.828,0,0.0114,0.604,6,123.3,-8.7,0.002,0.058,79,high
End Of The Road,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),4/30/1991,blues,Classic Blues,classic,5.86,0.024,0.641,0.428,0,0,0.53,5,149.7,-9.3,0.067,0.058,70,high
Thunderstruck,AC/DC,The Razors Edge,9/24/1990,rock,Rock Classics,classic,4.88,0.036,0.502,0.89,1,0.0117,0.259,4,133.5,-5.2,0,0.217,83,high
Cowboys from Hell,Pantera,Cowboys from Hell,7/20/1990,metal,Metal Essentials,classic,4.06,0.077,0.415,0.908,1,0.0345,0.437,2,114.8,-9.7,0.004,0.082,71,high
La Célula Que Explota,Caifanes,El Diablito,6/19/1990,rock,Spanish Rock Classics,spanish,3.6,0.042,0.425,0.479,1,0.00011,0.279,2,123.2,-12.2,0.44,0.378,72,high
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,It Must Have Been Love,5/20/1990,blues,Classic Blues,classic,4.31,0.027,0.52,0.652,1,0.00006,0.722,5,80.6,-6.7,0.339,0.256,77,high
Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),4/17/1990,hip-hop,90s Hip-Hop,90s,4.19,0.274,0.848,0.666,1,0.0007,0.744,0,96.7,-6.5,0.173,0.129,68,high
U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,2/20/1990,pop,Throwback Party,throwback,4.29,0.088,0.867,0.517,0,0.00034,0.862,11,133.1,-13.2,0.004,0.086,71,high
Maldito duende,Heroes Del Silencio,Senderos De Traición - Edición Especial,1/1/1990,rock,Spanish Rock Classics,spanish,4.22,0.04,0.374,0.85,0,0,0.348,4,125.8,-5.7,0.09,0.116,68,high
Another Day in Paradise - 2016 Remaster,Phil Collins,...But Seriously (Deluxe Edition),11/20/1989,blues,Classic Blues,classic,5.37,0.031,0.78,0.565,0,0.00269,0.365,3,102,-7.3,0.736,0.063,77,high
The Best,Tina Turner,Foreign Affair,9/13/1989,rock,Rock Classics,classic,5.5,0.03,0.662,0.737,1,0.0191,0.744,0,103.9,-9.5,0.108,0.119,69,high
Sacrifice,Elton John,Sleeping With The Past (Remastered with bonus tracks),8/29/1989,blues,Classic Blues,classic,5.07,0.029,0.756,0.422,0,0.00183,0.487,11,112.8,-13,0.017,0.037,72,high
Free Fallin',Tom Petty,Full Moon Fever,1/1/1989,rock,Rock Classics,classic,4.27,0.025,0.623,0.449,1,0,0.573,5,84.4,-13.3,0.212,0.061,75,high
I Won't Back Down,Tom Petty,Full Moon Fever,1/1/1989,rock,80s Rock Anthems,80s,2.97,0.033,0.766,0.478,1,0,0.965,7,114,-13.5,0.051,0.165,73,high
One,Metallica,...And Justice For All,8/25/1988,metal,Metal Essentials,classic,7.46,0.062,0.437,0.695,1,0.0857,0.413,7,102.2,-9.4,0.001,0.124,72,high
Baby Can I Hold You,Tracy Chapman,Tracy Chapman,4/5/1988,blues,Classic Blues,classic,3.22,0.033,0.692,0.422,1,0,0.468,2,74.4,-10.5,0.081,0.085,72,high
Where Is My Mind? - 2007 Remaster,Pixies,Surfer Rosa (2007 Remaster),3/21/1988,rock,Rock Classics,classic,3.92,0.035,0.519,0.441,1,0.00045,0.25,4,81.3,-14.2,0.02,0.076,76,high
Every Rose Has Its Thorn - 2003 Remaster,Poison,Open Up And Say...Ahh! (20th Anniversary Edition),3/21/1988,rock,80s Rock Anthems,80s,4.34,0.031,0.531,0.632,1,0.00001,0.294,6,140.2,-5.6,0.16,0.364,68,high
Mother,Danzig,Danzig,1/1/1988,metal,Metal Essentials,classic,3.41,0.059,0.365,0.763,0,0.00046,0.342,11,148.4,-9.5,0.007,0.087,69,high
Beds Are Burning - Remastered,Midnight Oil,Diesel And Dust,10/2/1987,rock,80s Rock Anthems,80s,4.26,0.039,0.753,0.427,1,0.00065,0.295,0,119.2,-11.1,0.008,0.058,69,high
Pour Some Sugar On Me - Remastered 2017,Def Leppard,Hysteria (Super Deluxe),8/3/1987,rock,Rock Classics,classic,4.46,0.096,0.267,0.953,0,0,0.568,1,85,-4.9,0.002,0.283,72,high
Hysteria,Def Leppard,Hysteria,8/3/1987,rock,80s Rock Anthems,80s,5.91,0.027,0.659,0.846,1,0.0144,0.659,7,107,-5.5,0.032,0.203,69,high
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,7/21/1987,rock,Rock Classics,classic,5.93,0.052,0.445,0.952,1,0.0843,0.624,6,125.3,-5.3,0.09,0.112,84,high
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,6/2/1987,pop,Throwback Party,throwback,4.85,0.045,0.709,0.824,1,0.00031,0.867,1,118.8,-8.8,0.207,0.089,81,high
Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),4/13/1987,rock,Rock Classics,classic,3.78,0.03,0.73,0.487,1,0.01,0.731,4,115,-11,0.258,0.085,79,high
Just Like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",1/1/1987,rock,Alternative Rock,alternative,3.53,0.043,0.437,0.94,1,0.00057,0.48,9,151.4,-6.9,0.052,0.222,73,high
Fight For Your Right,Beastie Boys,Licensed To Ill,11/15/1986,rock,80s Rock Anthems,80s,3.48,0.066,0.503,0.858,1,0.00234,0.419,8,133.6,-6.3,0.008,0.08,68,high
You Give Love A Bad Name,Bon Jovi,Slippery When Wet,8/16/1986,rock,80s Rock Anthems,80s,3.71,0.051,0.541,0.959,0,0,0.812,0,122.8,-2.9,0.066,0.344,81,high
Wanted Dead Or Alive,Bon Jovi,Slippery When Wet,8/16/1986,rock,80s Rock Anthems,80s,5.14,0.039,0.253,0.803,1,0.0146,0.258,7,150,-4,0.129,0.309,72,high
Livin' On A Prayer,Bon Jovi,Slippery When Wet,8/16/1986,pop,Throwback Party,throwback,4.15,0.034,0.532,0.887,1,0.00021,0.794,0,122.5,-3.8,0.078,0.294,83,high
Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,3/31/1986,pop,Throwback Party,throwback,3.77,0.091,0.898,0.271,1,0.00138,0.742,7,111.5,-12.2,0.014,0.046,73,high
Master of Puppets (Remastered),Metallica,Master of Puppets (Remastered Deluxe Box Set),3/3/1986,rock,Rock Classics,classic,8.59,0.035,0.539,0.828,0,0.421,0.562,4,105.3,-9.1,0.001,0.154,70,high
Master Of Puppets,Metallica,Master Of Puppets (Remastered),3/3/1986,metal,Metal Essentials,classic,8.59,0.035,0.543,0.836,0,0.431,0.56,4,105.2,-9.1,0.001,0.153,75,high
The Final Countdown,Europe,The Final Countdown (Expanded Edition),1/1/1986,rock,80s Rock Anthems,80s,5.17,0.062,0.529,0.843,0,0.00083,0.188,6,117.7,-6.9,0.063,0.061,74,high
Take on Me,a-ha,Hunting High and Low,6/1/1985,pop,Throwback Party,throwback,3.75,0.054,0.573,0.902,0,0.00125,0.876,6,84.4,-7.6,0.018,0.093,84,high
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),2/25/1985,rock,80s Rock Anthems,80s,4.19,0.053,0.645,0.795,1,0.00389,0.535,7,112.1,-12.1,0.347,0.104,85,high
Shout,Tears For Fears,Songs From The Big Chair,2/25/1985,rock,80s Rock Anthems,80s,6.56,0.043,0.511,0.942,1,0.00002,0.498,0,97.9,-10.4,0.174,0.139,71,high
Saving All My Love for You,Whitney Houston,Whitney Houston,2/14/1985,blues,Classic Blues,classic,3.97,0.026,0.636,0.264,0,0.00004,0.264,6,99.3,-14.6,0.593,0.275,68,high
Nothing's Gonna Change My Love for You,George Benson,20/20,1/15/1985,blues,Classic Blues,classic,4.04,0.031,0.553,0.614,1,0,0.345,1,136.6,-5.1,0.764,0.081,71,high
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1/1/1985,pop,Throwback Party,throwback,3.98,0.037,0.597,0.87,1,0.166,0.944,10,109.9,-12,0.012,0.068,76,high
Tarzan Boy,Baltimora,Living In The Background,1/1/1985,pop,Throwback Party,throwback,6.32,0.026,0.684,0.573,1,0.028,0.716,5,107.4,-12.3,0.318,0.306,70,high
Devuélveme a mi chica,Hombres G,Hombres G (Edición 30 Aniversario),1/1/1985,rock,Spanish Rock Classics,spanish,3.23,0.094,0.594,0.936,0,0.00035,0.39,9,172.5,-4.7,0.022,0.191,78,high
The Boys Of Summer,Don Henley,Building The Perfect Beast,11/19/1984,rock,Rock Classics,classic,4.81,0.037,0.516,0.549,1,0.00572,0.907,6,176.9,-13.7,0.501,0.184,73,high
Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),11/5/1984,rock,80s Rock Anthems,80s,3.6,0.039,0.509,0.834,1,0,0.774,2,139.1,-6.2,0.018,0.073,80,high
Run To You,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),11/5/1984,rock,80s Rock Anthems,80s,3.89,0.027,0.561,0.811,1,0.00004,0.635,4,126.6,-6.2,0.005,0.287,71,high
Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,6/4/1984,rock,Rock Classics,classic,4.64,0.061,0.398,0.952,1,0.00008,0.584,4,122.1,-6,0,0.1,72,high
Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,6/4/1984,rock,80s Rock Anthems,80s,4.02,0.037,0.527,0.942,0,0,0.495,1,148.7,-5.6,0.012,0.188,82,high
Glory Days,Bruce Springsteen,Born In The U.S.A.,6/4/1984,rock,80s Rock Anthems,80s,4.25,0.032,0.574,0.96,1,0,0.978,9,117.5,-4.9,0.046,0.121,70,high
This Charming Man - 2011 Remaster,The Smiths,The Smiths,2/20/1984,rock,Feel Good Indie Rock,feel-good,2.72,0.044,0.611,0.846,1,0,0.751,11,103.9,-5.9,0.005,0.078,77,high
Runaway,Bon Jovi,Bon Jovi,1/23/1984,rock,Rock Classics,classic,3.84,0.064,0.475,0.899,0,0.00002,0.603,9,152.4,-4.3,0.004,0.14,72,high
Panama - 2015 Remaster,Van Halen,1984 (Remastered),1/4/1984,rock,Rock Classics,classic,3.5,0.108,0.526,0.978,1,0.00005,0.451,8,141.2,-5.4,0.001,0.074,72,high
Jump - 2015 Remaster,Van Halen,1984 (Remastered),1/4/1984,rock,80s Rock Anthems,80s,4.03,0.032,0.572,0.835,1,0.00038,0.795,0,130,-6.2,0.171,0.07,75,high
How Soon Is Now? - 2011 Remaster,The Smiths,Hatful of Hollow,1/1/1984,rock,80s Rock Anthems,80s,6.8,0.062,0.398,0.93,1,0.121,0.725,11,190.8,-6.8,0.001,0.087,71,high
Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',11/2/1983,pop,Throwback Party,throwback,3.95,0.034,0.572,0.655,0,0,0.392,7,122.5,-7,0.006,0.09,75,high
Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,10/14/1983,pop,Throwback Party,throwback,3.97,0.033,0.71,0.799,1,0.0006,0.725,6,120.4,-4.9,0.22,0.349,80,high
Seek & Destroy - Remastered,Metallica,Kill 'Em All (Remastered),7/24/1983,metal,Heavy Metal Classics,heavy,6.91,0.282,0.445,0.964,1,0.0132,0.448,9,140.8,-5.5,0.037,0.077,68,high
Buffalo Soldier,Bob Marley & The Wailers,Confrontation,5/23/1983,reggae,Reggae Classics,classic,4.26,0.308,0.929,0.463,1,0.00001,0.755,9,124.1,-8.7,0.143,0.063,70,high
Separate Ways (Worlds Apart) [2023 Remaster],Journey,Frontiers (2023 Remaster),2/1/1983,rock,80s Rock Anthems,80s,5.39,0.063,0.469,0.96,0,0,0.37,4,131.7,-4.8,0.141,0.334,70,high
Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This),1/4/1983,pop,Throwback Party,throwback,3.62,0.032,0.692,0.711,0,0,0.875,0,125.1,-7.5,0.225,0.12,83,high
The Trooper - 2015 Remaster,Iron Maiden,Piece of Mind (2015 Remaster),1/1/1983,metal,Metal Essentials,classic,4.21,0.071,0.285,0.908,0,0.00909,0.669,4,159.8,-4.6,0.032,0.311,71,high
Stuck On You,Lionel Richie,Can't Slow Down,1/1/1983,blues,Classic Blues,classic,3.2,0.031,0.509,0.317,1,0.00005,0.247,5,131.8,-16.1,0.621,0.088,69,high
Sexual Healing,Marvin Gaye,Midnight Love,10/1/1982,blues,Classic Blues,classic,3.98,0.058,0.805,0.602,0,0.00012,0.744,0,94.4,-9.7,0.119,0.058,73,high
Hungry Like the Wolf - 2009 Remaster,Duran Duran,Rio (Collector's Edition),5/10/1982,rock,80s Rock Anthems,80s,3.68,0.056,0.691,0.812,1,0,0.685,0,127.6,-7.8,0.043,0.299,71,high
Under Pressure - Remastered 2011,"Queen, David Bowie",Hot Space (2011 Remaster),5/3/1982,rock,80s Rock Anthems,80s,4.14,0.048,0.671,0.712,1,0,0.462,2,113.8,-7.8,0.429,0.103,79,high
Africa,TOTO,Toto IV,4/8/1982,rock,Rock Classics,classic,4.93,0.032,0.671,0.373,1,0.00008,0.732,9,92.7,-18.1,0.257,0.048,83,high
White Wedding - Pt. 1,Billy Idol,Billy Idol,1/1/1982,rock,Rock Classics,classic,4.2,0.037,0.673,0.814,1,0.00293,0.728,9,147.2,-5.4,0.013,0.343,70,high
Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),1/1/1982,rock,Rock Classics,classic,3.15,0.116,0.743,0.836,1,0,0.82,2,113.4,-6.5,0.08,0.384,80,high
Amarillo By Morning,George Strait,Strait From The Heart,1/1/1982,country,Classic Country,classic,2.89,0.035,0.606,0.361,1,0.00003,0.621,9,121.1,-16,0.264,0.38,70,high
Rock the Casbah - Remastered,The Clash,Combat Rock (Remastered),1/1/1982,rock,80s Rock Anthems,80s,3.71,0.058,0.797,0.872,0,0,0.866,9,129.9,-6.7,0.291,0.284,71,high
Hurts So Good,John Mellencamp,American Fool,1/1/1982,rock,80s Rock Anthems,80s,3.65,0.036,0.785,0.737,1,0.00011,0.971,9,125.4,-5.3,0.042,0.108,69,high
I Love Rock 'N Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),11/18/1981,rock,Rock Classics,classic,2.92,0.043,0.535,0.716,1,0,0.901,4,94.4,-5,0.326,0.659,77,high
Let's Groove,"Earth, Wind & Fire",Raise!,11/14/1981,pop,Throwback Party,throwback,5.66,0.063,0.869,0.648,0,0.00002,0.9,11,125,-8.7,0.121,0.126,75,high
Just Can't Get Enough,Depeche Mode,Speak and Spell (Deluxe),11/2/1981,pop,Throwback Party,throwback,3.68,0.035,0.766,0.772,1,0.0584,0.919,0,128.2,-9.4,0.403,0.183,74,high
Every Little Thing She Does Is Magic,The Police,Ghost In The Machine (Remastered 2003),10/2/1981,rock,80s Rock Anthems,80s,4.34,0.034,0.558,0.768,1,0.0626,0.429,2,81.9,-10,0.121,0.124,73,high
Start Me Up - Remastered 2009,The Rolling Stones,Tattoo You (2009 Re-Mastered),8/24/1981,rock,80s Rock Anthems,80s,3.55,0.035,0.631,0.932,1,0.137,0.971,5,122.4,-4.1,0.043,0.092,76,high
Edge of Seventeen - 2016 Remaster,Stevie Nicks,Bella Donna (2016 Remastered),7/27/1981,rock,80s Rock Anthems,80s,5.49,0.045,0.591,0.804,1,0.00001,0.658,0,111.5,-7.3,0.327,0.082,69,high
In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),1/1/1981,rock,Rock Classics,classic,5.61,0.032,0.446,0.239,1,0,0.298,0,189.5,-13.9,0.551,0.07,76,high
Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,1/1/1981,pop,Throwback Party,throwback,2.56,0.038,0.5,0.501,0,0,0.623,0,144.4,-8.3,0.462,0.26,79,high
Don't You Want Me,The Human League,Dare!,1/1/1981,pop,Throwback Party,throwback,3.95,0.038,0.731,0.738,0,0,0.958,9,117.7,-8.1,0.184,0.214,76,high
Don't Stand So Close To Me,The Police,Zenyatta Mondatta (Remastered 2003),10/3/1980,rock,80s Rock Anthems,80s,4.04,0.061,0.799,0.506,1,0.00107,0.518,2,140.3,-9.4,0.045,0.037,69,high
Hit Me With Your Best Shot,Pat Benatar,Crimes Of Passion,8/5/1980,rock,Rock Classics,classic,2.85,0.03,0.741,0.58,1,0.00004,0.944,4,127.4,-9.1,0.117,0.212,70,high
You Shook Me All Night Long,AC/DC,Back In Black,7/25/1980,rock,Rock Classics,classic,3.5,0.057,0.532,0.767,1,0.00051,0.755,7,127.4,-5.5,0.003,0.39,81,high
Back In Black,AC/DC,Back In Black,7/25/1980,rock,Rock Classics,classic,4.26,0.047,0.31,0.7,1,0.00965,0.763,9,188.4,-5.7,0.011,0.083,83,high
Hells Bells,AC/DC,Back In Black,7/25/1980,rock,80s Rock Anthems,80s,5.2,0.048,0.389,0.873,0,0.0055,0.303,4,106.8,-4.8,0.005,0.273,73,high
Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),6/27/1980,rock,Rock Classics,classic,3.58,0.161,0.932,0.528,0,0.329,0.757,5,110,-6.5,0.115,0.163,71,high
Could You Be Loved,Bob Marley & The Wailers,Uprising,6/10/1980,reggae,Reggae Classics,classic,3.95,0.1,0.916,0.72,1,0.00016,0.761,0,103.3,-8.5,0.36,0.096,79,high
9 to 5,Dolly Parton,9 To 5 And Odd Jobs,1/1/1980,pop,Throwback Party,throwback,2.71,0.046,0.554,0.783,1,0,0.813,6,105.4,-5.9,0.416,0.631,78,high
"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,11/30/1979,rock,Rock Classics,classic,3.98,0.043,0.693,0.394,1,0.00069,0.721,0,104.1,-15.9,0.078,0.247,74,high
Comfortably Numb,Pink Floyd,The Wall,11/30/1979,rock,Rock Classics,classic,6.37,0.029,0.472,0.366,0,0.312,0.171,11,127.2,-12.6,0.15,0.084,71,high
Message In A Bottle,The Police,Reggatta De Blanc (Remastered 2003),10/2/1979,rock,Rock Classics,classic,4.84,0.039,0.577,0.808,0,0.00001,0.869,1,151,-7,0.034,0.221,75,high
Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,8/10/1979,pop,Throwback Party,throwback,6.09,0.089,0.878,0.821,1,0.0461,0.947,11,118.9,-9.9,0.126,0.183,73,high
Highway to Hell,AC/DC,Highway to Hell,7/27/1979,rock,Rock Classics,classic,3.47,0.133,0.574,0.913,0,0.00158,0.423,6,115.7,-4.8,0.061,0.156,84,high
My Sharona,The Knack,Get The Knack,1/1/1979,rock,Rock Classics,classic,4.92,0.036,0.586,0.7,1,0.00125,0.897,0,147.2,-9.6,0.059,0.032,69,high
London Calling - Remastered,The Clash,London Calling (Remastered),1/1/1979,rock,Rock Classics,classic,3.34,0.051,0.651,0.801,1,0,0.776,0,133.8,-7.3,0.123,0.083,70,high
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,1/1/1979,pop,Throwback Party,throwback,4.88,0.04,0.749,0.491,1,0.00899,0.536,10,119.5,-9.7,0.02,0.159,78,high
The Gambler,Kenny Rogers,The Gambler,11/20/1978,country,Classic Country,classic,3.58,0.063,0.668,0.501,1,0,0.858,4,87.1,-13.1,0.342,0.194,73,high
Roxanne,The Police,Outlandos D'Amour (Remastered 2003),11/2/1978,rock,Rock Classics,classic,3.2,0.358,0.618,0.748,1,0,0.663,0,134.1,-8.9,0.038,0.047,77,high
Just What I Needed,The Cars,The Cars,6/6/1978,rock,Rock Classics,classic,3.76,0.047,0.62,0.579,1,0.00006,0.691,4,127.2,-9.3,0.015,0.086,69,high
