Track_name,Track_artist,Track_album_name,Track_album_release_date,Genre,Playlist_name,Playlist_subgenre,Duration_min,Speechiness,Danceability,Energy,Mode,Instrumentalness,Valence,Key,Tempo,Loudness,Acousticness,Liveness,Track_popularity,Popularity_type
Feel It Still,Portugal. The Man,Woodstock,6/16/2017,rock,Feel Good Indie Rock,feel-good,2.72,0.05,0.801,0.795,0,0.00011,0.754,1,79,-5.1,0.042,0.072,81,high
Broken Clocks,SZA,Ctrl,6/9/2017,r&b,R&B Hits,modern,3.85,0.155,0.692,0.684,1,0,0.406,6,112.9,-7.4,0.131,0.156,80,high
Love Galore (feat. Travis Scott),"SZA, Travis Scott",Ctrl,6/9/2017,r&b,R&B Hits,modern,4.58,0.075,0.795,0.594,1,0,0.409,0,135,-6.2,0.112,0.162,77,high
The Weekend,SZA,Ctrl,6/9/2017,r&b,R&B Hits,modern,4.54,0.06,0.4,0.366,0,0,0.161,8,73.3,-9.4,0.242,0.126,73,high
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,6/9/2017,ambient,Dark Academia,academic,4.84,0.027,0.369,0.468,1,0.566,0.18,5,94.4,-9,0.021,0.109,87,high
Un Ratito Mas,"Bryant Myers, Bad Bunny",Un Ratito Mas,6/5/2017,hip-hop,Trap,trap,4.72,0.055,0.523,0.629,1,0,0.209,1,140.1,-4.1,0.156,0.323,68,high
Anchor,Novo Amor,Bathing Beach,5/26/2017,ambient,Dark Academia,academic,4.29,0.031,0.457,0.407,1,0.884,0.126,9,117.1,-11.5,0.805,0.126,78,high
Evergreen,Richy Mitch & The Coal Miners,RMCM,5/17/2017,folk,Indie Folk,indie,1.45,0.072,0.555,0.216,1,0.00416,0.504,3,79.1,-11.7,0.557,0.109,84,high
Language,"Paperboy Fabe, Brent Faiyaz",Language,5/12/2017,r&b,R&B Hits,modern,2.51,0.089,0.62,0.721,0,0.0075,0.77,4,169.9,-5.5,0.042,0.563,77,high
Hard Times,Paramore,After Laughter,5/12/2017,punk,Pop Punk Powerhouses,pop punk,3.04,0.033,0.695,0.818,0,0,0.916,5,120,-5.4,0.006,0.022,73,high
From the Dining Table,Harry Styles,Harry Styles,5/12/2017,ambient,Dark Academia,academic,3.53,0.037,0.671,0.156,1,0.0518,0.201,8,94.1,-16.3,0.804,0.113,69,high
For the First Time,Mac DeMarco,This Old Dog,5/5/2017,pop,Bedroom Pop,bedroom,3.04,0.052,0.551,0.529,0,0.0093,0.521,5,75.5,-10.5,0.296,0.178,80,high
DUCKWORTH.,Kendrick Lamar,DAMN.,4/14/2017,hip-hop,Chill Hop,chill,4.14,0.615,0.552,0.731,1,0,0.632,7,174.5,-6.9,0.054,0.258,72,high
Me Acostumbre (feat. Bad Bunny),"Arcángel, Bad Bunny",Me Acostumbre (feat. Bad Bunny),4/11/2017,hip-hop,Trap,trap,4.39,0.169,0.808,0.586,0,0,0.568,10,124,-7.2,0.641,0.14,68,high
Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,4/7/2017,electronic,EDM Hits,modern,4.12,0.032,0.617,0.635,0,0.00001,0.446,11,103,-6.8,0.05,0.164,86,high
Passionfruit,Drake,More Life,3/18/2017,hip-hop,Chill Hop,chill,4.98,0.04,0.809,0.463,1,0.085,0.364,11,112,-11.4,0.256,0.109,80,high
Teenage Fever,Drake,More Life,3/18/2017,hip-hop,Chill Hop,chill,3.66,0.085,0.766,0.283,0,0.0172,0.144,8,97,-10.3,0.111,0.115,77,high
Never Forget You,"Zara Larsson, MNEK",So Good,3/17/2017,pop,Throwback Party,throwback,3.56,0.046,0.583,0.732,0,0.00001,0.277,11,146,-5.7,0.003,0.269,70,high
Shape of You,Ed Sheeran,÷ (Deluxe),3/3/2017,pop,Soft Pop Hits,soft,3.9,0.08,0.825,0.652,0,0,0.931,1,96,-3.2,0.581,0.093,86,high
Perfect,Ed Sheeran,÷ (Deluxe),3/3/2017,pop,Soft Pop Hits,soft,4.39,0.023,0.599,0.448,1,0,0.168,8,95.1,-6.3,0.163,0.106,86,high
Stay,"Zedd, Alessia Cara",Stay,2/23/2017,electronic,EDM Hits,modern,3.5,0.062,0.69,0.622,0,0,0.544,5,102,-5,0.253,0.116,73,high
witchblades,"Lil Peep, Lil Tracy",CASTLES II,2/7/2017,hip-hop,Melodic Rap,melodic,2.49,0.078,0.634,0.54,1,0,0.543,8,144,-7,0.022,0.302,71,high
Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",Amigos y Enemigos (Remix),2/6/2017,hip-hop,Trap,trap,4.92,0.09,0.752,0.748,1,0,0.497,6,115,-3.8,0.289,0.105,70,high
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",Culture,1/27/2017,hip-hop,Trap,trap,5.72,0.244,0.926,0.666,1,0,0.168,11,127.1,-5.3,0.061,0.123,70,high
Pa Ti,"Bad Bunny, Bryant Myers",Pa Ti,1/2/2017,hip-hop,Trap,trap,3.19,0.232,0.76,0.718,1,0,0.557,1,128.1,-3,0.348,0.098,72,high
Go Flex,Post Malone,Stoney (Deluxe),12/9/2016,hip-hop,Chill Hop,chill,2.99,0.083,0.665,0.498,1,0,0.127,5,82,-8.2,0.23,0.076,72,high
Neighbors,J. Cole,4 Your Eyez Only,12/9/2016,hip-hop,Chill Hop,chill,3.61,0.356,0.898,0.283,0,0.00038,0.469,6,139,-12.3,0.319,0.11,68,high
Stay With Me,"CHANYEOL, Punch","Guardian (Original Television Soundtrack), Pt. 1",12/3/2016,korean,K-Drama OSTs,drama,3.21,0.033,0.558,0.526,0,0,0.202,0,124.7,-4.7,0.431,0.126,69,high
Redbone,Childish Gambino,"""Awaken, My Love!""",12/2/2016,hip-hop,Chill Hop,chill,5.45,0.084,0.741,0.354,1,0.00577,0.583,1,160,-10.6,0.181,0.118,78,high
Starboy,"The Weeknd, Daft Punk",Starboy,11/25/2016,pop,Throwback Party,throwback,3.84,0.276,0.679,0.587,1,0.00001,0.486,7,186,-7,0.141,0.137,87,high
That's What I Like,Bruno Mars,24K Magic,11/17/2016,pop,Global Top 50,global,3.44,0.041,0.853,0.56,1,0,0.86,1,134.1,-5,0.013,0.094,88,high
24K Magic,Bruno Mars,24K Magic,11/17/2016,pop,Throwback Party,throwback,3.77,0.08,0.818,0.803,1,0,0.632,1,107,-4.3,0.034,0.153,80,high
This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",Layers,11/4/2016,electronic,EDM Hits,modern,3.26,0.039,0.793,0.717,0,0.00004,0.466,0,122,-4.8,0.093,0.226,76,high
"Sex, Drugs, Etc.",Beach Weather,Chit Chat,11/4/2016,rock,Alternative Rock,alternative,3.28,0.038,0.572,0.839,0,0.00976,0.465,4,144,-5.1,0.013,0.522,73,high
Say You Won't Let Go,James Arthur,Back from the Edge,10/28/2016,pop,Soft Pop Hits,soft,3.52,0.059,0.358,0.557,1,0,0.494,10,85,-7.4,0.695,0.09,85,high
Hear Me Now,"Alok, Zeeba, Bruno Martini",Hear Me Now (feat. Zeeba),10/21/2016,electronic,EDM Hits,modern,3.25,0.039,0.778,0.463,1,0.00289,0.496,11,122,-7.6,0.546,0.073,73,high
Unstoppable,Sia,This Is Acting (Deluxe Version),10/21/2016,pop,Soft Pop Hits,soft,3.63,0.078,0.468,0.779,1,0.00037,0.26,9,173.8,-4.8,0.112,0.101,77,high
Rockabye (feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",Rockabye (feat. Sean Paul & Anne-Marie),10/21/2016,pop,Throwback Party,throwback,4.18,0.052,0.72,0.763,0,0,0.742,9,102,-4.1,0.406,0.18,70,high
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,The Singles (Expanded),10/14/2016,blues,Classic Blues,classic,3.44,0.028,0.581,0.498,1,0,0.111,1,116.3,-6.9,0.198,0.132,74,high
Chachachá,Jósean Log,Háblate de Mí,10/14/2016,world,Tuvan Throat Singing,throat singing,3.6,0.038,0.68,0.321,1,0,0.416,5,110.8,-10.9,0.791,0.125,77,high
Diablita (feat. Anuel AA & Baby Rasta),"Trap Capos, Noriel, Anuel AA, Baby Rasta",Trap Capos: Season 1,10/7/2016,hip-hop,Trap,trap,3.56,0.111,0.807,0.631,1,0,0.126,8,129.9,-4.9,0.407,0.117,70,high
Still Think About You,A Boogie Wit da Hoodie,Artist,9/16/2016,hip-hop,Melodic Rap,melodic,4.12,0.21,0.946,0.646,1,0,0.961,5,128,-6.6,0.219,0.064,73,high
Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",Me Ama Me Odia,9/1/2016,hip-hop,Trap,trap,5.45,0.203,0.735,0.603,0,0.00004,0.429,6,136,-9.5,0.226,0.084,71,high
Pink + White,Frank Ocean,Blonde,8/20/2016,r&b,R&B Hits,modern,3.08,0.107,0.545,0.545,1,0.00005,0.549,9,159.9,-7.4,0.667,0.417,87,high
Waiting Room,Phoebe Bridgers,"Lost Ark Studio Compilation, Vol. 8",8/12/2016,ambient,Dark Academia,academic,6.57,0.029,0.531,0.289,1,0.00036,0.12,2,129.8,-10.1,0.339,0.134,75,high
Middle,"DJ Snake, Bipolar Sunshine",Encore,8/5/2016,electronic,EDM Hits,modern,3.68,0.042,0.583,0.695,1,0,0.224,9,104.9,-5.3,0.014,0.053,73,high
Poison,Brent Faiyaz,Poison,8/3/2016,r&b,R&B Hits,modern,3.55,0.065,0.689,0.394,0,0.00091,0.382,2,117.5,-10.1,0.711,0.086,78,high
Closer,"The Chainsmokers, Halsey",Closer,7/29/2016,electronic,EDM Hits,modern,4.08,0.034,0.748,0.524,1,0,0.661,8,95,-5.6,0.414,0.111,84,high
In the Name of Love,"Martin Garrix, Bebe Rexha",In the Name of Love,7/29/2016,electronic,EDM Hits,modern,3.26,0.041,0.501,0.519,0,0,0.168,4,134,-5.9,0.109,0.454,77,high
No Heart,"21 Savage, Metro Boomin",Savage Mode,7/15/2016,arabic,Arab X,modern,3.92,0.384,0.906,0.444,0,0.00006,0.678,4,140.1,-8.7,0.136,0.173,68,high
Cómo Te Atreves,Morat,Sobre El Amor Y Sus Efectos Secundarios,6/17/2016,latin,Chill Spanish Vibes,chill,4.01,0.04,0.617,0.888,1,0,0.771,4,131,-4.6,0.071,0.162,72,high
Firestone,"Kygo, Conrad Sewell",Cloud Nine,5/13/2016,electronic,EDM Hits,modern,4.53,0.043,0.704,0.634,0,0.00003,0.411,11,113.9,-7.4,0.393,0.095,74,high
Alone,Marshmello,Alone,5/13/2016,electronic,Future Bass,future bass,4.56,0.034,0.631,0.953,1,0.0155,0.422,2,142,-3.7,0.024,0.108,68,high
I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb","At Night, Alone.",5/6/2016,electronic,EDM Hits,modern,3.3,0.111,0.664,0.714,0,0.00001,0.71,7,102,-6.6,0.035,0.084,79,high
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",5/6/2016,pop,Throwback Party,throwback,3.93,0.075,0.666,0.83,1,0,0.702,0,113,-5.7,0.012,0.191,76,high
This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,4/29/2016,electronic,EDM Hits,modern,3.7,0.033,0.631,0.927,0,0.119,0.465,9,124,-2.8,0.199,0.148,77,high
Tu Me Enamoraste - Remix,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",Tu Me Enamoraste (Remix),4/2/2016,hip-hop,Trap,trap,5.69,0.174,0.689,0.536,1,0,0.349,8,120,-8.9,0.25,0.169,69,high
7 Years,Lukas Graham,Lukas Graham,4/1/2016,pop,Soft Pop Hits,soft,3.96,0.051,0.765,0.473,1,0,0.34,10,120,-5.8,0.287,0.391,79,high
Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,2/5/2016,electronic,EDM Hits,modern,3.47,0.173,0.533,0.869,1,0.00538,0.425,11,159.8,-5.1,0.156,0.136,80,high
Fight Song,Rachel Platten,Wildfire,1/1/2016,pop,Soft Pop Hits,soft,3.4,0.129,0.564,0.714,1,0,0.33,7,175.9,-5,0.055,0.155,73,high
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",Peace Is The Mission : Extended,11/27/2015,pop,Throwback Party,throwback,2.94,0.063,0.723,0.809,0,0.00123,0.274,7,98,-3.1,0.003,0.565,76,high
Sorry,Justin Bieber,Purpose (Deluxe),11/13/2015,pop,Throwback Party,throwback,3.35,0.045,0.655,0.76,0,0,0.409,0,99.9,-3.7,0.08,0.299,83,high
What Do You Mean?,Justin Bieber,Purpose (Deluxe),11/13/2015,pop,Throwback Party,throwback,3.43,0.096,0.845,0.567,0,0.00142,0.793,5,125,-8.1,0.59,0.081,79,high
Borro Cassette,Maluma,"Pretty Boy, Dirty Boy",10/30/2015,latin,Reggaeton Hits,reggaeton,3.46,0.106,0.73,0.701,0,0,0.785,5,176,-5.9,0.132,0.151,82,high
Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",Tamasha,10/16/2015,indian,Bollywood Butter,bollywood,5.68,0.033,0.562,0.519,1,0.00027,0.415,3,122.9,-8.7,0.557,0.172,70,high
Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",Me 4 U,10/16/2015,electronic,EDM Hits,modern,3.01,0.031,0.782,0.685,1,0.00001,0.603,4,118,-6.2,0.166,0.16,80,high
Waiting For Love,Avicii,Stories,10/2/2015,electronic,EDM Hits,modern,3.84,0.053,0.579,0.736,0,0,0.613,6,128,-3.9,0.31,0.198,78,high
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",Sugar,9/25/2015,electronic,EDM Hits,modern,3.65,0.058,0.636,0.815,0,0,0.636,5,123.1,-5.1,0.019,0.163,78,high
Weekend (feat. Miguel),"Mac Miller, Miguel",GO:OD AM,9/18/2015,hip-hop,Chill Hop,chill,3.47,0.178,0.843,0.435,1,0,0.19,8,120.1,-8.4,0.47,0.147,72,high
Maria I'm Drunk (feat. Justin Bieber & Young Thug),"Travis Scott, Justin Bieber, Young Thug",Rodeo,9/4/2015,hip-hop,Melodic Rap,melodic,5.83,0.104,0.648,0.631,0,0,0.142,4,106,-5.7,0.38,0.12,71,high
Rise Up,Andra Day,Cheers to the Fall,8/28/2015,pop,Soft Pop Hits,soft,4.22,0.037,0.398,0.316,1,0,0.174,1,118.6,-7,0.805,0.295,70,high
Est-ce que tu m'aimes ? - Pilule bleue,GIMS,Mon coeur avait raison,8/28/2015,electronic,French Touch,french,3.95,0.065,0.779,0.852,1,0,0.601,2,119.9,-3.4,0.235,0.212,74,high
King,Olly Alexander (Years & Years),Communion (Deluxe),7/10/2015,electronic,EDM Hits,modern,3.59,0.038,0.56,0.857,0,0,0.432,4,120,-4.1,0.059,0.381,73,high
Roses,"The Chainsmokers, ROZES",Roses,6/16/2015,electronic,EDM Hits,modern,3.78,0.056,0.713,0.802,1,0.00377,0.343,4,100,-7.1,0.044,0.309,71,high
Runaway (U & I),Galantis,Pharmacy,6/5/2015,electronic,EDM Hits,modern,3.78,0.047,0.506,0.805,1,0.00193,0.383,1,126,-4.1,0.007,0.086,74,high
The Devil Wears a Suit and Tie,Colter Wall,Imaginary Appalachia,6/2/2015,folk,American Folk,american,3.93,0.082,0.625,0.316,0,0.238,0.452,6,127.8,-12.1,0.777,0.194,70,high
Sleeping on the Blacktop,Colter Wall,Imaginary Appalachia,6/2/2015,folk,American Folk,american,3.21,0.045,0.583,0.309,0,0.207,0.473,2,82.8,-14.5,0.824,0.11,74,high
idfc,blackbear,dead,6/2/2015,ambient,Dark Academia,academic,3.45,0.062,0.718,0.422,0,0,0.455,4,144.7,-9.1,0.076,0.17,71,high
Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",AT.LONG.LAST.A$AP,5/26/2015,hip-hop,Chill Hop,chill,5.4,0.173,0.284,0.803,0,0,0.553,2,67.5,-5.3,0.302,0.242,72,high
Heroes (we could be),"Alesso, Tove Lo",Forever,5/22/2015,electronic,EDM Hits,modern,3.5,0.062,0.503,0.748,1,0,0.356,5,125.9,-4.1,0.031,0.343,70,high
Ride,Twenty One Pilots,Blurryface,5/15/2015,rock,Alternative Rock,alternative,3.58,0.039,0.645,0.713,1,0,0.566,6,75,-5.4,0.008,0.113,80,high
Chandelier,Sia,1000 Forms Of Fear (Deluxe Version),5/4/2015,pop,Soft Pop Hits,soft,3.6,0.05,0.399,0.787,1,0.00006,0.572,1,117.1,-2.9,0.02,0.069,69,high
Stitches,Shawn Mendes,Handwritten,4/14/2015,pop,Soft Pop Hits,soft,3.45,0.062,0.752,0.754,1,0,0.755,1,149.8,-6.7,0.015,0.049,82,high
Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",Don't Worry (feat. Ray Dalton),4/10/2015,pop,Throwback Party,throwback,3.58,0.114,0.811,0.699,1,0,0.733,7,123,-5.2,0.073,0.148,73,high
The Night We Met,Lord Huron,Strange Trails,4/6/2015,pop,Global Top 50,global,3.47,0.045,0.448,0.369,1,0.272,0.1,9,174.1,-9.5,0.968,0.638,88,high
Dark Beach,Pastel Ghost,Abyss,3/10/2015,electronic,Vaporwave Essentials,vaporwave,3.7,0.037,0.528,0.91,0,0.764,0.137,9,130,-7.3,0.346,0.094,73,high
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",Title (Deluxe),1/9/2015,pop,Soft Pop Hits,soft,3.75,0.043,0.63,0.53,1,0,0.417,0,108,-7.3,0.4,0.177,78,high
Love Yourz,J. Cole,2014 Forest Hills Drive,12/9/2014,hip-hop,Chill Hop,chill,3.52,0.333,0.677,0.638,1,0,0.435,8,82.8,-8.6,0.589,0.193,73,high
Shut Up and Dance,WALK THE MOON,TALKING IS HARD,12/2/2014,pop,Throwback Party,throwback,3.32,0.062,0.578,0.866,1,0,0.619,1,128,-3.8,0.007,0.257,83,high
Santa Tell Me,Ariana Grande,Santa Tell Me,11/24/2014,pop,Global Top 50,global,3.4,0.117,0.525,0.621,1,0,0.592,7,191.9,-7.4,0.049,0.291,82,high
Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",BEYONCÉ [Platinum Edition],11/24/2014,blues,Classic Blues,classic,5.39,0.048,0.583,0.621,0,0.00106,0.399,5,140,-6.9,0.01,0.181,70,high
Time of Our Lives,"Pitbull, Ne-Yo",Globalization,11/21/2014,pop,Throwback Party,throwback,3.82,0.058,0.721,0.802,1,0,0.724,1,124,-5.8,0.092,0.694,82,high
Night Changes,One Direction,FOUR (Deluxe),11/17/2014,pop,Global Top 50,global,3.78,0.035,0.672,0.52,1,0,0.37,8,120,-7.7,0.859,0.115,89,high
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen,11/10/2014,electronic,EDM Hits,modern,3.21,0.151,0.596,0.73,1,0,0.525,9,86,-4.1,0.24,0.325,73,high
Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",Dancin (feat. Luvli) [Krono Remix],11/7/2014,electronic,EDM Hits,modern,3.3,0.029,0.72,0.741,0,0.00001,0.357,10,119.9,-6.5,0.101,0.289,75,high
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",Motion,10/31/2014,electronic,EDM Hits,modern,3.79,0.039,0.646,0.823,0,0,0.418,2,128,-4.1,0.213,0.322,82,high
Summer,Calvin Harris,Motion,10/31/2014,electronic,EDM Hits,modern,3.71,0.035,0.596,0.856,0,0.0178,0.743,4,127.9,-3.6,0.021,0.141,81,high
Blame (feat. John Newman),"Calvin Harris, John Newman",Motion,10/31/2014,electronic,EDM Hits,modern,3.55,0.081,0.414,0.857,0,0.00574,0.348,0,128,-4.1,0.029,0.343,79,high
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",Motion,10/31/2014,electronic,EDM Hits,modern,3.07,0.084,0.544,0.915,1,0.00091,0.51,8,126.1,-3.4,0.129,0.115,76,high
Work Song,Hozier,Hozier (Expanded Edition),9/19/2014,folk,Indie Folk,indie,3.83,0.061,0.531,0.363,1,0,0.259,10,121.4,-7.7,0.749,0.112,77,high
Take Me To Church,Hozier,Hozier,9/19/2014,ambient,Dark Academia,academic,4.03,0.048,0.575,0.664,0,0,0.437,4,129.1,-5.3,0.637,0.116,81,high
Like Real People Do,Hozier,Hozier (Expanded Edition),9/19/2014,ambient,Dark Academia,academic,3.3,0.031,0.539,0.179,1,0.393,0.145,7,140,-14.3,0.921,0.106,72,high
Cherry Wine - Live,Hozier,Hozier (Expanded Edition),9/19/2014,ambient,Dark Academia,academic,4,0.039,0.415,0.11,1,0.00236,0.234,1,81.9,-14.9,0.951,0.096,68,high
Ay Vamos,J Balvin,La Familia B Sides,9/12/2014,latin,Reggaeton Hits,reggaeton,3.77,0.11,0.718,0.711,0,0.00006,0.92,8,173.9,-5.7,0.157,0.1,72,high
Maps,Maroon 5,V,9/2/2014,pop,Soft Pop Hits,soft,3.17,0.03,0.742,0.713,0,0,0.879,1,120,-5.5,0.021,0.059,83,high
Sugar,Maroon 5,V,9/2/2014,pop,Soft Pop Hits,soft,3.92,0.033,0.748,0.788,1,0,0.884,1,120.1,-7.1,0.059,0.086,78,high
Break Free,"Ariana Grande, Zedd",My Everything (Deluxe),8/22/2014,pop,Throwback Party,throwback,3.58,0.046,0.686,0.702,0,0.00004,0.29,7,129.9,-5.3,0.006,0.204,75,high
I'm an Albatraoz,"AronChupa, Little Sis Nora",I'm an Albatraoz,8/8/2014,electronic,EDM Hits,modern,2.78,0.235,0.883,0.817,1,0.00449,0.595,0,128.1,-5.4,0.601,0.11,70,high
Riptide,Vance Joy,Dream Your Life Away (Deluxe Edition),8/5/2014,pop,Global Top 50,global,3.4,0.038,0.483,0.731,1,0,0.484,1,101.7,-6.7,0.436,0.151,85,high
Resonance,Home,Odyssey,7/1/2014,electronic,Vaporwave Essentials,vaporwave,3.55,0.065,0.564,0.754,1,0.84,0.457,8,170.1,-8.8,0.042,0.224,68,high
Photograph,Ed Sheeran,x (Deluxe Edition),6/21/2014,pop,Soft Pop Hits,soft,4.32,0.048,0.614,0.379,1,0.00046,0.201,4,108,-10.5,0.607,0.099,84,high
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),6/21/2014,pop,Soft Pop Hits,soft,4.69,0.03,0.781,0.445,1,0,0.591,2,79,-6.1,0.474,0.184,81,high
Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",New Eyes,6/2/2014,electronic,EDM Hits,modern,3.8,0.038,0.799,0.586,1,0,0.549,11,121,-6.7,0.162,0.193,72,high
Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",Waves (Robin Schulz Radio Edit),2/7/2014,electronic,EDM Hits,modern,3.47,0.037,0.829,0.51,0,0.00143,0.45,5,120,-9.3,0.008,0.083,75,high
The Nights,Avicii,The Days / Nights,1/1/2014,electronic,EDM Hits,modern,2.94,0.043,0.527,0.835,1,0,0.654,6,126,-5.3,0.017,0.249,82,high
Counting Stars,OneRepublic,Native,1/1/2014,pop,Soft Pop Hits,soft,4.3,0.038,0.663,0.706,0,0,0.474,1,122,-5,0.065,0.115,71,high
Best Day Of My Life,American Authors,"Oh, What A Life",1/1/2014,pop,Soft Pop Hits,soft,3.24,0.035,0.673,0.902,1,0.00023,0.536,2,100,-2.4,0.059,0.056,77,high
Shake It Off,Taylor Swift,1989 (Deluxe),1/1/2014,pop,Throwback Party,throwback,3.65,0.165,0.647,0.8,1,0,0.942,7,160.1,-5.4,0.065,0.334,78,high
My Demons,STARSET,Transmissions (Deluxe Version),1/1/2014,rock,Alternative Rock,alternative,4.8,0.063,0.274,0.652,0,0.00006,0.1,5,173,-6.2,0.008,0.108,70,high
Brooklyn Baby,Lana Del Rey,Ultraviolence (Deluxe),1/1/2014,ambient,Dark Academia,academic,5.86,0.041,0.404,0.664,1,0.00402,0.095,1,107.7,-6.7,0.542,0.11,80,high
Love Story,Indila,Mini World,1/1/2014,electronic,French Touch,french,5.27,0.038,0.375,0.255,0,0,0.331,10,96,-12.3,0.815,0.085,74,high
Dernière danse,Indila,Mini World,1/1/2014,electronic,French Touch,french,3.56,0.049,0.669,0.449,0,0,0.327,0,114.9,-7.7,0.184,0.073,77,high
Story of My Life,One Direction,Midnight Memories (Deluxe),11/25/2013,pop,Soft Pop Hits,soft,4.09,0.048,0.6,0.663,1,0,0.286,3,121.1,-5.8,0.225,0.119,86,high
Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),10/4/2013,pop,Soft Pop Hits,soft,3.69,0.034,0.53,0.422,1,0,0.349,5,120,-6.3,0.407,0.107,78,high
6:00 AM,"J Balvin, Farruko",La Familia,9/29/2013,latin,Reggaeton Hits,reggaeton,4.05,0.102,0.746,0.746,0,0,0.733,5,176,-5,0.152,0.274,69,high
Royals,Lorde,Pure Heroine,9/27/2013,pop,Soft Pop Hits,soft,3.17,0.122,0.674,0.426,1,0,0.337,7,84.9,-9.5,0.12,0.132,76,high
I Wanna Be Yours,Arctic Monkeys,AM,9/9/2013,pop,Global Top 50,global,3.07,0.026,0.464,0.417,0,0.022,0.479,0,67.5,-9.3,0.136,0.097,90,high
Do I Wanna Know?,Arctic Monkeys,AM,9/9/2013,rock,Alternative Rock,alternative,4.54,0.032,0.548,0.532,1,0.00026,0.405,5,85,-7.6,0.186,0.217,84,high
All of Me,John Legend,Love In The Future (Expanded Edition),8/30/2013,pop,Soft Pop Hits,soft,4.49,0.032,0.422,0.264,1,0,0.331,8,119.9,-7.1,0.922,0.132,83,high
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",THIS IS... ICONA POP,8/27/2013,electronic,EDM Hits,modern,2.62,0.028,0.711,0.906,1,0.00002,0.824,8,125.9,-2.7,0.01,0.153,71,high
Hail to the King,Avenged Sevenfold,Hail to the King,8/23/2013,metal,Metal Essentials,classic,5.1,0.039,0.58,0.916,0,0.0259,0.683,3,118,-4.4,0,0.126,75,high
Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,7/1/2013,hip-hop,Chill Hop,chill,1.65,0.034,0.595,0.678,1,0.00389,0.259,9,117.1,-5.2,0.02,0.418,83,high
Another Love,Tom Odell,Long Way Down (Deluxe),6/24/2013,pop,Soft Pop Hits,soft,4.07,0.04,0.445,0.537,0,0.00002,0.131,4,122.8,-8.5,0.695,0.094,86,high
You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",Settle (Special Edition),6/3/2013,electronic,EDM Hits,modern,4.71,0.026,0.599,0.392,0,0.00011,0.26,10,75.1,-6.9,0.378,0.131,70,high
Latch,"Disclosure, Sam Smith",Settle (Special Edition),6/3/2013,pop,Throwback Party,throwback,4.26,0.167,0.503,0.726,1,0.00008,0.529,1,122,-5.5,0.016,0.09,78,high
Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",Random Access Memories,5/20/2013,rock,Indie Rock Roadtrip,indie,5.63,0.027,0.775,0.585,0,0.619,0.518,10,109.9,-9.5,0.042,0.077,74,high
This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",Intense,5/3/2013,electronic,EDM Hits,modern,3.41,0.03,0.551,0.833,1,0,0.145,8,129.9,-5.2,0.039,0.063,70,high
Sweater Weather,The Neighbourhood,I Love You.,4/22/2013,pop,Global Top 50,global,4.01,0.034,0.612,0.807,1,0.0177,0.398,10,124.1,-2.8,0.05,0.101,90,high
